Survived,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Pclass_2,Pclass_3
0,-0.46153846153846156,1,0,-0.3120106021758714,1.0,0,True,False,True,False,True,False,False,False,True
1,0.7692307692307693,1,0,2.4612422909015312,1.0,0,False,False,False,False,False,True,False,False,False
1,-0.15384615384615385,0,0,-0.2827766613540295,0.0,1,False,False,True,True,False,False,False,False,True
1,0.5384615384615384,1,0,1.6737318966114614,1.0,0,False,False,True,False,False,True,False,False,False
0,0.5384615384615384,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.25967968262767654,0.0,1,True,True,False,False,True,False,False,False,True
0,2.0,0,0,1.6201363384380845,0.0,1,True,False,True,False,True,False,False,False,False
0,-2.0,3,1,0.2867438153974083,4.0,0,True,False,True,False,False,False,False,False,True
1,-0.07692307692307693,0,2,-0.14382665788926616,2.0,0,False,False,True,False,False,True,False,False,True
1,-1.0769230769230769,1,0,0.6763477929457417,1.0,0,False,False,False,False,False,True,False,True,False
1,-1.8461538461538463,1,1,0.09726456932991473,2.0,0,False,False,True,True,False,False,False,False,True
1,2.3076923076923075,0,0,0.5238635576190146,0.0,1,False,False,True,True,False,False,False,False,False
0,-0.6153846153846154,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,0.8461538461538461,1,5,0.7285011433719076,6.0,0,True,False,True,False,True,False,False,False,True
0,-1.0769230769230769,0,0,-0.2858429769246761,0.0,1,False,False,True,True,False,False,False,False,True
1,2.076923076923077,0,0,0.06694788995911578,0.0,1,False,False,True,False,False,True,False,True,False
0,-2.0,4,1,0.6353856281615965,5.0,0,True,True,False,False,False,False,False,False,True
1,0.0,0,0,-0.06298073591573695,0.0,1,True,False,True,False,True,False,False,True,False
0,0.23076923076923078,1,0,0.15356697387568427,1.0,0,False,False,True,False,False,True,False,False,True
1,0.0,0,0,-0.31309334072482853,0.0,1,False,False,False,False,False,True,False,False,True
0,0.5384615384615384,0,0,0.5000433095419583,0.0,1,True,False,True,False,True,False,False,True,False
1,0.46153846153846156,0,0,-0.06298073591573695,0.0,1,True,False,True,False,True,False,False,True,False
1,-1.0,0,0,-0.27826380708197634,0.0,1,False,True,False,True,False,False,False,False,True
1,0.0,0,0,0.9114839581456586,0.0,1,True,False,True,False,True,False,False,False,False
0,-1.5384615384615385,3,1,0.2867438153974083,4.0,0,False,False,True,True,False,False,False,False,True
1,0.7692307692307693,1,5,0.7333734668422146,6.0,0,False,False,True,False,False,True,False,False,True
0,0.0,0,0,-0.31309334072482853,0.0,1,True,False,False,False,True,False,False,False,True
0,-0.6923076923076923,3,2,10.764404753655324,5.0,0,True,False,True,False,True,False,False,False,False
1,0.0,0,0,-0.28476023837571895,0.0,1,False,True,False,True,False,False,False,False,True
0,0.0,0,0,-0.2840412999792114,0.0,1,True,False,True,False,True,False,False,False,True
0,0.9230769230769231,0,0,0.5745703693437738,0.0,1,True,False,False,False,False,False,True,False,False
1,0.0,1,0,5.719743953987942,1.0,0,False,False,False,False,False,True,False,False,False
1,0.0,0,0,-0.29035583119672925,0.0,1,False,True,False,True,False,False,False,False,True
0,2.923076923076923,0,0,-0.1712545908114476,0.0,1,True,False,True,False,True,False,False,True,False
0,0.0,1,0,2.9327749289723513,1.0,0,True,False,False,False,True,False,False,False,False
0,1.0769230769230769,1,0,1.6260914004573488,1.0,0,True,False,True,False,True,False,False,False,False
1,0.0,0,0,-0.3129114406486037,0.0,1,True,False,False,False,True,False,False,False,True
0,-0.5384615384615384,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,-0.7692307692307693,2,0,0.15356697387568427,2.0,0,False,False,True,True,False,False,False,False,True
1,-1.0769230769230769,1,0,-0.13913190354098817,1.0,0,False,False,False,True,False,False,False,False,True
0,0.9230769230769231,1,0,-0.21564687131868895,1.0,0,False,False,True,False,False,True,False,False,True
0,-0.07692307692307693,1,0,0.283495599750537,1.0,0,False,False,True,False,False,True,False,True,False
0,0.0,0,0,-0.2840412999792114,0.0,1,True,False,False,False,True,False,False,False,True
1,-1.9230769230769231,1,2,1.1747713256184602,3.0,0,False,False,False,True,False,False,False,True,False
1,-0.6923076923076923,0,0,-0.28476023837571895,0.0,1,False,True,False,True,False,False,False,False,True
0,0.0,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,1,0,0.04529311897997366,1.0,0,True,True,False,False,True,False,False,False,True
1,0.0,0,0,-0.29035583119672925,0.0,1,False,True,False,True,False,False,False,False,True
0,0.0,2,0,0.31291144064860377,2.0,0,True,False,False,False,True,False,False,False,True
0,-0.7692307692307693,1,0,0.14490506548402746,1.0,0,False,False,True,False,False,True,False,False,True
0,-1.6153846153846154,4,1,1.092842665095974,5.0,0,True,False,True,False,False,False,False,False,True
0,-0.5384615384615384,0,0,-0.28819035409881505,0.0,1,True,False,True,False,True,False,False,False,True
1,1.6153846153846154,1,0,2.6971017254521517,1.0,0,False,False,False,False,False,True,False,False,False
1,0.07692307692307693,1,0,0.5000433095419583,1.0,0,False,False,True,False,False,True,False,True,False
0,2.8461538461538463,0,1,2.058285981567459,1.0,0,True,False,False,False,True,False,False,False,False
1,0.0,0,0,0.9114839581456586,0.0,1,True,False,True,False,True,False,False,False,False
1,-0.5384615384615384,0,0,-0.1712545908114476,0.0,1,False,False,True,True,False,False,False,True,False
0,0.038461538461538464,0,0,-0.3129114406486037,0.0,1,True,False,False,False,True,False,False,False,True
1,-1.7692307692307692,1,2,0.5758350079689557,3.0,0,False,False,True,True,False,False,False,True,False
0,-1.3076923076923077,5,2,1.405212736470099,7.0,0,True,False,True,False,False,False,False,False,True
0,-0.46153846153846156,0,0,-0.3129114406486037,0.0,1,True,False,False,False,True,False,False,False,True
1,0.7692307692307693,0,0,2.8387585752893076,0.0,1,False,False,True,True,False,False,False,False,False
0,1.3076923076923077,1,0,2.9892592335943453,1.0,0,True,False,True,False,True,False,False,False,False
0,-1.8461538461538463,3,2,0.5823314392626983,5.0,0,True,False,True,False,False,False,False,False,True
0,0.0,0,0,0.5745703693437738,0.0,1,True,False,False,False,True,False,False,False,False
1,0.0,1,1,0.03428383341417777,2.0,0,True,False,False,False,False,False,False,False,True
1,0.07692307692307693,0,0,-0.1712545908114476,0.0,1,False,False,True,False,False,True,False,True,False
0,-0.6923076923076923,0,0,-0.27267254521516177,0.0,1,True,False,True,False,True,False,False,False,True
1,-0.8461538461538461,4,2,-0.2827766613540295,6.0,0,False,False,True,True,False,False,False,False,True
0,-0.15384615384615385,2,0,-0.2508358741597949,2.0,0,True,False,True,False,True,False,False,False,True
0,0.3076923076923077,0,0,-0.1712545908114476,0.0,1,True,False,True,False,True,False,False,True,False
0,-0.9230769230769231,5,2,1.405212736470099,7.0,0,False,False,True,True,False,False,False,False,True
0,-0.5384615384615384,0,0,2.55724655256046,0.0,1,True,False,True,False,True,False,False,True,False
0,-0.15384615384615385,1,0,0.0,1.0,0,True,False,False,False,True,False,False,False,True
1,0.3076923076923077,0,0,1.8208024391934032,0.0,1,True,False,True,False,True,False,False,False,True
0,-0.23076923076923078,0,0,-0.29468678539255766,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.2840412999792114,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
1,-2.0900000000000003,0,2,0.629971935416811,2.0,0,True,False,True,False,False,False,False,True,False
1,0.15384615384615385,0,0,-0.0857182454438362,0.0,1,False,False,True,True,False,False,False,False,True
0,-0.46153846153846156,0,0,-0.23621890374887394,0.0,1,True,False,True,False,True,False,False,False,True
1,0.07692307692307693,0,0,-0.21456413276973182,0.0,1,True,False,True,False,True,False,False,False,True
1,0.0,0,0,-0.2887317233732936,0.0,1,False,True,False,True,False,False,False,False,True
0,0.0,0,0,1.4138746448617558,0.0,1,True,False,True,False,True,False,False,False,False
1,-0.8461538461538461,0,0,-0.1712545908114476,0.0,1,False,False,True,True,False,False,False,True,False
1,0.38461538461538464,3,0,0.06045145866537313,3.0,0,False,False,True,False,False,True,False,False,True
0,-0.9230769230769231,1,3,0.8627607234425888,4.0,0,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
1,-0.38461538461538464,3,2,10.764404753655324,5.0,0,False,False,True,True,False,False,False,False,False
0,-0.3076923076923077,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,0.07692307692307693,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,-0.6153846153846154,0,0,-0.2858429769246761,0.0,1,True,False,True,False,True,False,False,False,True
0,1.3846153846153846,1,0,2.0234564479246067,1.0,0,True,False,True,False,True,False,False,False,False
0,-0.15384615384615385,1,2,0.2650890444182662,3.0,0,True,False,True,False,True,False,False,False,True
0,2.3846153846153846,0,0,-0.3120106021758714,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,3.3076923076923075,0,0,0.8748527475573419,0.0,1,True,False,False,False,True,False,False,False,False
1,-0.38461538461538464,0,1,2.1180141708821285,1.0,0,True,False,False,False,True,False,False,False,False
1,0.46153846153846156,0,1,0.37011468366710554,1.0,0,False,False,True,False,False,True,False,True,False
0,0.46153846153846156,1,0,0.5000433095419583,1.0,0,True,False,True,False,True,False,False,True,False
0,0.0,0,0,-0.2840412999792114,0.0,1,False,False,True,True,False,False,False,False,True
0,0.0,0,0,-0.2840412999792114,0.0,1,True,False,True,False,True,False,False,False,True
0,-0.5384615384615384,0,1,2.721281442727461,1.0,0,True,False,True,False,True,False,False,False,False
0,0.38461538461538464,0,0,-0.25119534335804866,0.0,1,True,False,True,False,True,False,False,False,True
0,0.6923076923076923,2,0,-0.2827766613540295,2.0,0,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.2840412999792114,0.0,1,True,False,True,False,True,False,False,False,True
1,-0.5384615384615384,0,0,-0.29468678539255766,0.0,1,False,False,True,True,False,False,False,False,True
1,0.0,0,0,-0.2892730926477721,0.0,1,True,False,True,False,True,False,False,False,True
0,0.7692307692307693,0,0,-0.2840412999792114,0.0,1,True,False,True,False,True,False,False,False,True
1,0.0,1,0,0.41992065691913233,1.0,0,False,True,False,True,False,False,False,False,True
0,1.4615384615384615,0,0,1.6260914004573488,0.0,1,True,False,True,False,True,False,False,False,False
0,-1.0384615384615385,1,0,0.0,1.0,0,False,False,False,True,False,False,False,False,True
0,-0.46153846153846156,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,-0.6153846153846154,1,0,-0.20048853163328947,1.0,0,False,False,True,True,False,False,False,False,True
0,-0.8461538461538461,0,0,0.00017756912202893625,0.0,1,False,False,False,True,False,False,False,False,True
0,-0.5384615384615384,0,0,-0.2827766613540295,0.0,1,True,False,True,False,True,False,False,False,True
0,3.269230769230769,0,0,-0.29035583119672925,0.0,1,True,True,False,False,True,False,False,False,True
0,0.07692307692307693,1,0,0.283495599750537,1.0,0,True,False,True,False,True,False,False,True,False
0,-0.3076923076923077,0,1,10.094007691774651,1.0,0,True,False,False,False,True,False,False,False,False
0,-2.0,4,2,0.7285011433719076,6.0,0,False,False,True,True,False,False,False,False,True
0,-0.5384615384615384,2,0,2.55724655256046,2.0,0,True,False,True,False,True,False,False,True,False
0,0.0,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,0.34615384615384615,1,0,0.6763477929457417,1.0,0,True,False,False,False,True,False,False,True,False
1,0.34615384615384615,0,0,-0.06298073591573695,0.0,1,False,False,True,True,False,False,False,True,False
0,2.0,0,1,2.721281442727461,1.0,0,True,False,True,False,True,False,False,False,False
1,-1.2307692307692308,1,0,-0.13913190354098817,1.0,0,True,False,False,False,False,False,False,False,True
0,0.0,0,0,-0.29035583119672925,0.0,1,True,True,False,False,True,False,False,False,True
1,-0.3076923076923077,0,0,-0.31670102556995355,0.0,1,True,False,True,False,True,False,False,False,True
1,0.0,1,1,0.34232295059247453,2.0,0,False,False,False,True,False,False,False,False,True
0,1.3076923076923077,0,0,-0.32392072621439955,0.0,1,True,False,True,False,True,False,False,False,True
0,0.38461538461538464,0,0,-0.2840412999792114,0.0,1,True,False,False,False,True,False,False,False,True
0,-0.6153846153846154,0,0,-0.32067251056752827,0.0,1,True,False,True,False,True,False,False,False,True
0,1.4615384615384615,1,0,0.001983577021689412,1.0,0,False,False,True,False,False,True,False,False,True
1,0.07692307692307693,1,0,0.5000433095419583,1.0,0,False,False,True,False,False,True,False,True,False
0,-0.23076923076923078,0,0,-0.06298073591573695,0.0,1,True,False,True,False,True,False,False,True,False
0,-0.38461538461538464,0,0,0.025621925022520947,0.0,1,True,False,False,False,True,False,False,True,False
1,-0.6923076923076923,0,2,0.5123129027787402,2.0,0,False,False,True,True,False,False,False,False,False
0,0.6923076923076923,1,0,1.6737318966114614,1.0,0,True,False,True,False,True,False,False,False,False
0,-0.9230769230769231,0,0,-0.22683372600651378,0.0,1,True,False,True,False,True,False,False,False,True
0,-0.3076923076923077,0,0,2.8041109417226804,0.0,1,True,False,False,False,True,False,False,False,False
0,0.0,0,2,0.03428383341417777,2.0,0,False,False,False,False,False,True,False,False,True
1,-0.46153846153846156,0,0,-0.29035583119672925,0.0,1,False,False,True,True,False,False,False,False,True
1,-0.3076923076923077,1,0,0.06045145866537313,1.0,0,False,False,True,False,False,True,False,False,True
0,-0.6923076923076923,0,0,-0.3336653731550135,0.0,1,True,True,False,False,True,False,False,False,True
0,-0.7692307692307693,0,0,-0.12794504885316332,0.0,1,True,False,True,False,True,False,False,True,False
0,-0.6923076923076923,1,1,0.9656208855935139,2.0,0,True,False,True,False,True,False,False,True,False
1,-0.07692307692307693,0,0,-0.28837225417503987,0.0,1,True,False,True,False,True,False,False,False,True
0,-1.4615384615384615,2,2,0.8627607234425888,4.0,0,False,False,True,True,False,False,False,False,True
0,0.6538461538461539,0,2,0.5000433095419583,2.0,0,True,False,True,False,True,False,False,True,False
0,1.0769230769230769,0,0,-0.06298073591573695,0.0,1,True,False,True,False,False,False,True,True,False
0,1.7692307692307692,0,0,-0.08355276834592196,0.0,1,True,False,True,False,False,False,True,True,False
1,-0.46153846153846156,1,0,2.2584107130482987,1.0,0,False,False,True,False,False,True,False,False,False
0,2.1153846153846154,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,0.9615384615384616,0,2,0.001983577021689412,2.0,0,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.30930375580347863,0.0,1,True,False,True,False,True,False,False,False,True
0,1.7692307692307692,0,1,2.0323002563924883,1.0,0,True,False,False,False,True,False,False,False,False
1,-0.9230769230769231,0,0,-0.29107910054743263,0.0,1,False,True,False,True,False,False,False,False,True
0,0.15384615384615385,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,0,0,-0.2508358741597949,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,8,2,2.3861738618252373,10.0,0,True,False,True,False,False,False,False,False,True
0,1.2307692307692308,0,1,0.07127884415494427,1.0,0,True,False,True,False,True,False,False,False,True
1,0.9230769230769231,0,0,0.056120504469544724,0.0,1,False,False,True,False,False,True,False,True,False
0,-0.15384615384615385,0,0,-0.2892730926477721,0.0,1,True,False,True,False,True,False,False,False,True
0,-0.8461538461538461,0,0,-0.2508358741597949,0.0,1,True,False,True,False,True,False,False,False,True
0,-2.076923076923077,4,1,1.092842665095974,5.0,0,True,False,True,False,False,False,False,False,True
1,-1.4615384615384615,0,2,0.26292356732035194,2.0,0,True,False,True,False,False,False,False,False,True
1,0.0,0,1,1.7560200263322014,1.0,0,False,False,True,False,False,True,False,False,False
0,1.3076923076923077,1,4,0.5823314392626983,5.0,0,False,False,True,False,False,True,False,False,True
0,0.0,0,0,0.49679509389508697,0.0,1,True,False,True,False,True,False,False,False,False
0,0.0,0,0,1.8208024391934032,0.0,1,True,False,True,False,True,False,False,False,True
0,2.5384615384615383,0,0,0.8248648742290902,0.0,1,True,False,True,False,True,False,False,False,False
0,-1.8461538461538463,4,1,0.6353856281615965,5.0,0,True,True,False,False,False,False,False,False,True
1,-2.076923076923077,1,1,-0.14382665788926616,2.0,0,False,False,True,True,False,False,False,False,True
0,-0.5384615384615384,0,0,-0.2827766613540295,0.0,1,True,False,True,False,True,False,False,False,True
0,2.1538461538461537,0,0,0.7034162566696693,0.0,1,True,False,False,False,True,False,False,False,False
0,-0.7692307692307693,1,1,-0.2858429769246761,2.0,0,True,False,True,False,True,False,False,False,True
0,0.0,3,1,0.4769463308156052,4.0,0,True,False,True,False,False,False,False,False,True
0,1.6923076923076923,0,0,0.6175204421038042,0.0,1,False,False,False,True,False,False,False,False,False
0,0.15384615384615385,0,0,-0.06298073591573695,0.0,1,True,False,True,False,True,False,False,True,False
0,0.6153846153846154,0,0,-0.6260047813734322,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,8,2,2.3861738618252373,10.0,0,False,False,True,True,False,False,False,False,True
0,0.0,0,0,0.025803825098745778,0.0,1,True,False,False,False,True,False,False,True,False
0,-1.4615384615384615,4,2,0.7333734668422146,6.0,0,True,False,True,False,False,False,False,False,True
1,-2.076923076923077,2,1,1.0630673549996534,3.0,0,True,False,True,False,False,False,False,True,False
1,-1.8461538461538463,0,2,0.3278878802577783,2.0,0,False,False,True,True,False,False,False,False,True
0,0.0,0,0,1.5394723165407802,0.0,1,True,False,True,False,True,False,False,False,False
1,0.0,1,0,0.04529311897997366,1.0,0,False,True,False,False,False,True,False,False,True
1,1.3076923076923077,0,0,0.5238635576190146,0.0,1,True,False,True,False,True,False,False,False,False
0,0.9230769230769231,1,1,0.04529311897997366,2.0,0,True,True,False,False,True,False,False,False,True
0,0.6153846153846154,0,0,-0.2840412999792114,0.0,1,True,False,True,False,True,False,False,False,True
1,0.3076923076923077,0,0,-0.06298073591573695,0.0,1,False,False,True,False,False,True,False,True,False
0,-0.6923076923076923,0,0,-0.06298073591573695,0.0,1,True,False,True,False,True,False,False,True,False
1,-0.6923076923076923,1,0,-0.2858429769246761,1.0,0,False,False,True,True,False,False,False,False,True
1,-1.9230769230769231,1,1,0.5000433095419583,2.0,0,True,False,True,False,False,False,False,True,False
1,1.2307692307692308,0,0,0.5745703693437738,0.0,1,False,False,False,False,False,True,False,False,False
1,2.3076923076923075,0,0,5.719743953987942,0.0,1,False,False,False,True,False,False,False,False,False
0,0.0,0,0,-0.29035583119672925,0.0,1,True,True,False,False,True,False,False,False,True
0,1.0769230769230769,0,1,-0.26202272884761973,1.0,0,True,False,True,False,True,False,False,False,True
1,0.0,0,0,-0.29035583119672925,0.0,1,False,True,False,True,False,False,False,False,True
0,-0.3076923076923077,0,0,-0.06298073591573695,0.0,1,False,False,True,True,False,False,False,True,False
0,0.0,0,0,-0.21456413276973182,0.0,1,True,False,True,False,True,False,False,False,True
0,0.0,8,2,2.3861738618252373,10.0,0,True,False,True,False,True,False,False,False,True
0,0.46153846153846156,0,0,-0.3446746587208094,0.0,1,True,False,True,False,True,False,False,False,True
0,1.3461538461538463,0,0,-0.31309334072482853,0.0,1,True,False,False,False,True,False,False,False,True
1,-0.7692307692307693,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
0,-2.0,0,1,-0.17287869863488323,1.0,0,False,False,True,True,False,False,False,False,True
0,0.3076923076923077,1,0,0.06045145866537313,1.0,0,True,False,True,False,True,False,False,False,True
1,-0.15384615384615385,0,0,0.18767323816783318,0.0,1,True,False,False,False,True,False,False,False,True
1,-0.9230769230769231,0,0,-0.29035583119672925,0.0,1,False,True,False,True,False,False,False,False,True
1,0.9230769230769231,0,0,0.7165910193333795,0.0,1,True,False,False,False,True,False,False,False,False
0,-0.3076923076923077,0,0,-0.32067251056752827,0.0,1,True,False,True,False,True,False,False,False,True
1,0.5384615384615384,0,0,0.283495599750537,0.0,1,False,False,True,True,False,False,False,True,False
0,-0.46153846153846156,0,0,-0.3120106021758714,0.0,1,True,False,True,False,True,False,False,False,True
0,0.15384615384615385,0,0,-0.06298073591573695,0.0,1,True,False,True,False,True,False,False,True,False
0,0.0,1,0,-0.29035583119672925,1.0,0,True,True,False,False,True,False,False,False,True
1,0.23076923076923078,1,0,4.279883583951216,1.0,0,False,False,False,True,False,False,False,False,False
1,-0.07692307692307693,0,0,-0.2827766613540295,0.0,1,False,False,True,True,False,False,False,False,True
0,1.0769230769230769,1,0,0.5433528515002425,1.0,0,True,False,True,False,True,False,False,True,False
1,0.3076923076923077,0,0,2.6781538008454024,0.0,1,False,False,False,True,False,False,False,False,False
0,0.15384615384615385,0,0,-0.1712545908114476,0.0,1,True,False,True,False,True,False,False,True,False
1,-0.9230769230769231,0,0,-0.277362968609244,0.0,1,True,False,True,False,True,False,False,False,True
